Name,Year,Sex,Sire,Dam,Trainer,"Flat rating","Diff Flat","Flat Clltrl","AWT rating","Diff AWT","AWT Clltrl","Chase rating","Diff Chase","Chase Clltrl","Hurdle rating","Diff Hurdle","Hurdle Clltrl"
"ELECTRIC AVENUE (GB)",2020,FILLY,"OUTSTRIP (GB)","SCHOOL FEES (GB)","Ruth Carr",63,,,,,,,,,,,
"ELECTRIC BASS (GB)",2022,GELDING,"CABLE BAY (IRE)","BASSINET (USA)","Roger Teal",56,,,,,,,,,,,
"ELECTRIC DREAMS (GB)",2023,COLT,"NIGHT OF THUNDER (IRE)","HERTFORD DANCER (GB)","James Fanshawe",85,,,,,,,,,,,
"ELECTRIC EDDY (GB)",2018,GELDING,"MOUNT NELSON (GB)","AIRLIE BEACH (IRE)","Nigel & Willy Twiston-Davies",,,,,,,91,,,91,new,
"ELECTRIC LIGHTNING (GB)",2021,GELDING,"LIGHTNING SPEAR (GB)","BLACK SAILS (GB)","Mark Walford",56,,,,,,,,,,,
"ELECTRIC MASON (IRE)",2019,GELDING,"SANDMASON (GB)","ECLECTICA GIRL (GB)","Chris Gordon",,,,,,,,,,139,,
"ELECTRICAL (GB)",2023,GELDING,"NATHANIEL (IRE)","OPERA DANCER (GB)","Brian Toomey",62,-5,,,,,,,,,,
"ELECTRIFARHH (GB)",2022,FILLY,"FARHH (GB)","ELECTRIFY (IRE)","Ed Walker",84,,,,,,,,,,,
"ELECTROCUTION (GB)",2023,GELDING,"ADVERTISE (GB)","CHOCCO STAR (IRE)","Chelsea Banham",47,,,,,,,,,,,
"ELEGANT ERIN (IRE)",2017,FILLY,"DANDY MAN (IRE)","ERINIYA (IRE)","Paul Midgley",85,,,,,,,,,,,
"ELEMENTAL (GB)",2023,COLT,"PALACE PIER (GB)","INTEGRAL (GB)",,42,,,,,,,,,,,
"ELEMENTAL EYE (GB)",2021,GELDING,"EXPERT EYE (GB)","TIME ON (GB)","Iain Jardine",68,,,,,,,,,96,,
"ELEMENTS OF FIRE (GB)",2022,GELDING,"TOO DARN HOT (GB)","I REMEMBER YOU (IRE)","Archie Watson",93,,,,,,,,,,,
"ELEMMA (IRE)",2023,FILLY,"STARMAN (GB)","PALE ORCHID (IRE)","Richard & Peter Fahey",57,,,,,,,,,,,
"ELENAYA (GB)",2023,FILLY,"NEW BAY (GB)","ENNAYA (FR)",,40,,,,,,,,,,,
"ELETTARIA (IRE)",2019,FILLY,"MEHMAS (IRE)","RAYON ROUGE (IRE)","John Wainwright",47,+3,,,,,,,,,,
"ELEVATING (GB)",2024,FILLY,"SHOWCASING (GB)","PIZZARRA (GB)","Richard Hannon",84,,,,,,,,,,,
"ELEVEN EIGHTY TWO (IRE)",2024,FILLY,"ARDAD (IRE)","EYES THAT DAZZLE (GB)","Ben Haslam",70,,,,,,,,,,,
"ELFRIDE (GB)",2016,FILLY,"BLACK SAM BELLAMY (IRE)","JUST MISSIE (GB)","Richard Phillips",,,,,,,69,,,69,,
"ELIAS ESCAPE (IRE)",2023,COLT,"DANDY MAN (IRE)","GLEN GINNIE (IRE)","Richard & Peter Fahey",55,,,,,,,,,,,
"ELIGIBLE (IRE)",2016,GELDING,"DARK ANGEL (IRE)","SECRETS AWAY (IRE)","Michael & David Easterby",76,,,,,,,,,,,
"ELIM (IRE)",2020,FILLY,"MAKE BELIEVE (GB)","MAJESTIC DANCER (IRE)",,101,,,,,,,,,,,
"ELIZA BENNET (IRE)",2022,FILLY,"KODIAC (GB)","FOND WORDS (IRE)",,72,,,,,,,,,,,
"ELIZA DOLITTLE (IRE)",2018,FILLY,"CALIFET (FR)","COVE (IRE)","Nick Gifford",,,,,,,,,,84,,
"ELIZABETH BAY (GB)",2022,FILLY,"NEW BAY (GB)","QUITE A THING (GB)","Katie Scott",55,,,,,,,,,,,
"ELIZABETH'S LEGACY (GB)",2022,FILLY,"ARDAD (IRE)","BRAVE MAVE (GB)",,48,,,,,,,,,,,
"ELIZABETTY (IRE)",2023,FILLY,"INNS OF COURT (IRE)","ELKMAIT (GB)","Brian Ellison",67,,,,,,,,,,,
"ELJOWHARY (GB)",2023,GELDING,"LOPE DE VEGA (IRE)","DRAMA SCHOOL (IRE)","Eve Johnson Houghton",70,,,,,,,,,,,
"ELLERTON (FR)",2020,GELDING,"ZOUSTAR (AUS)","MEANDERING (IRE)","Joe Tizzard",,,,,,,105,,,105,,
"ELLIE'S DE VEGA (GB)",2023,GELDING,"LOPE Y FERNANDEZ (IRE)","PEAK SPIRIT (IRE)","Philip Kirby",50,,,,,,,,,,,
"ELLISTRIN BAY (GB)",2019,GELDING,"CLOVIS DU BERLAIS (FR)","ELLISTRIN BELLE (GB)",,,,,,,,,,,81,,
"ELLUSIVE BUTTERFLY (IRE)",2023,FILLY,"INVINCIBLE ARMY (IRE)","GHEEDAA (USA)","K. R. Burke",100,,,,,,,,,,,
"ELMFIELD (IRE)",2023,FILLY,"KODI BEAR (IRE)","LYRIC HARMONY (IRE)","George Scott",55,-2,,,,,,,,,,
"ELMONJED (IRE)",2021,GELDING,"BLUE POINT (IRE)","NAAFER (GB)","William Haggas",115,,,,,,,,,,,
"ELOI DU PUY (FR)",2018,GELDING,"JEU ST ELOI (FR)","MARTALINA (FR)","N. W. Alexander",,,,,,,,,,112,,
"ELOQUENCIA (GB)",2023,FILLY,"SEA THE STARS (IRE)","CHILI DIP (GB)","James Owen",71,,,,,,,,,,,
"ELORA PRINCE (IRE)",2023,GELDING,"COULSTY (IRE)","ELORA PRINCESS (GER)","Adrian Wintle",47,,,,,,,,,,,
"ELOUISE'S PRINCE (IRE)",2022,GELDING,"COTAI GLORY (GB)","MAREMMASANTA (GB)","Luke Dace",70,,,,,,,,,,,
"ELSASS (IRE)",2022,GELDING,"SOTTSASS (FR)","ELLE MEMORY (GER)","Charlie Johnston",86,,,,,,,,,,,
"ELSHIE (IRE)",2023,FILLY,"BLUE POINT (IRE)","TIPITENA (GB)",,65,,,,,,,,,,,
"ELSIE'S RUAN (IRE)",2022,FILLY,"ULYSSES (IRE)","LOST CONTROL (IRE)",,75,,,,,,,,,,,
"ELUSIVE KNIGHT (IRE)",2020,GELDING,"ELUSIVE PIMPERNEL (USA)","MADAME MARTINE (IRE)","Mrs C. Williams",,,,,,,76,,,76,,
"ELUSIVE WARRIOR (IRE)",2020,GELDING,"ELUSIVE PIMPERNEL (USA)","POWHATAN SQUAW (IRE)","Sandy Thomson",,,,,,,78,,,78,,
"ELVETHAM (IRE)",2022,GELDING,"BLUE POINT (IRE)","ELOUGES (IRE)","Conrad Allen",62,,,,,,,,,,,
"ELVIS MAIL (FR)",2014,GELDING,"GREAT PRETENDER (IRE)","QUEENLY MAIL (FR)",,,,,,,,137,,,130,,
"ELWATEEN (IRE)",2022,FILLY,"DUBAWI (IRE)","TAWKEEL (GB)",,102,,,,,,,,,,,
"ELYSIAN FLAME (GB)",2016,GELDING,"CHAMPS ELYSEES (GB)","COMBUSTIBLE (IRE)","Samantha & Jacqueline Coward",91,,,,,,,,,,,
"ELYSIAN KNIGHT (GB)",2019,GELDING,"CHAMPS ELYSEES (GB)","HOBB'S DREAM (IRE)","Neil Mulholland",,,,,,,118,,,118,,
"EM FOUR (GB)",2022,GELDING,"SIXTIES ICON (GB)","EMTEN (IRE)","Jamie Osborne",74,,,,,,,,,,,
"EM JAY KAY (GB)",2019,GELDING,"BRAZEN BEAU (AUS)","SKARA BRAE (GB)","Phil McEntee",52,-3,,,,,,,,,,
"EMAILANDY (IRE)",2018,GELDING,"MOUNT NELSON (GB)","EOZ (IRE)","Martin Keighley",,,,,,,112,,,117,,
"EMBARKED (IRE)",2018,GELDING,"KODIAC (GB)","HONEYMEAD (IRE)","Scott Dixon",46,,,,,,,,,,,
"EMBERSCOMBE (IRE)",2017,FILLY,"CALIFET (FR)","MARKET NICHE (IRE)","Joe Tickle",,,,,,,69,,,,,
"EMERALD ARMY (IRE)",2021,GELDING,"INVINCIBLE ARMY (IRE)","SONNET (IRE)","Ruth Carr",56,,,,,,,,,,,
"EMERALD BAY (IRE)",2024,GELDING,"BAYSIDE BOY (IRE)","SEA OF GEMS (FR)","George Scott",67,,,,,,,,,,,
"EMERALD BREEZE (GB)",2020,GELDING,"PASSING GLANCE (GB)","RUBY MAGERN (GB)","Ryan Hatch",,,,,,,,,,120,,
"EMERALD COAST (GB)",2023,FILLY,"SERGEI PROKOFIEV (CAN)","PAPAYA (IRE)","Hugo Palmer",54,,,,,,,,,,,
"EMERALD HARMONY (IRE)",2021,FILLY,"SOLDIER'S CALL (GB)","GREEN CHORUS (IRE)","Paul Midgley",77,-1,,,,,,,,,,
"EMERALD REINE (GB)",2023,FILLY,"MASAR (IRE)","DIVINE QUEEN (GB)","Julia & Shelley Birkett",48,,,,,,,,,,,
"EMERALD TIME (GB)",2021,GELDING,"TIME TEST (GB)","PITTER PATTER (GB)","Ryan Hatch",,,,,,,,,,107,,
"EMERY DOWN (GB)",2022,FILLY,"CITYSCAPE (GB)","MARILYN (GB)","John Ryan",56,,,,,,,,,,,
"EMID'IO PEPE (FR)",2021,GELDING,"KAP ROCK (FR)","SHOOTING POST (FR)","Dan Skelton",,,,,,,,,,133,,
"EMILIA CASANOVA (GB)",2023,FILLY,"DUBAWI (IRE)","LIVING IN THE PAST (IRE)",,62,,,,,,,,,,,
"EMINENCY (IRE)",2020,GELDING,"HAVANA GREY (GB)","KENDAMARA (FR)","Stuart Williams",83,,,,,,,,,,,
"EMIRATES EXPRESS (IRE)",2024,GELDING,"EARTHLIGHT (IRE)","JABHAAT (USA)","Jack Morland",35,+2,,,,,,,,,,
"EMMA'S LETTER (GB)",2023,FILLY,"SAXON WARRIOR (JPN)","LETTERFROMAMERICA (USA)","Ed Dunlop",68,,,,,,,,,,,
"EMPEROR CARADOC (FR)",2019,GELDING,"SIYOUNI (FR)","TRIBUNE LIBRE (IRE)","Paul Midgley",72,-2,,,,,,,,,,
"EMPEROR SPIRIT (IRE)",2018,GELDING,"HOLY ROMAN EMPEROR (IRE)","ASPASIAS TIZZY (USA)","Michael Keady",84,,,,,,,,,,,
"EMPEROR'S LOGIC (IRE)",2022,GELDING,"MEHMAS (IRE)","AVENBURY (GB)",,39,,,,,,,,,,,
"EMPEROR'S SON (IRE)",2021,GELDING,"KODIAC (GB)","FLAT WHITE (IRE)","Samantha & Jacqueline Coward",70,,,,,,,,,,,
"EMPIRE DE MAULDE (FR)",2014,GELDING,"SPANISH MOON (USA)","ONDINE DE BREJOUX (FR)","R. W. Varnham",,,,,,,118,,,,,
"EMPIRE OF LIGHT (IRE)",2021,GELDING,"KODIAC (GB)","QUERULOUS (USA)","Grant Tuer",85,,,,,,,,,,,
"EMPIRE RISING (IRE)",2024,GELDING,"PERSIAN FORCE (IRE)","SINGLE THOUGHT (GB)","Charlie Clover",74,+6,,,,,,,,,,
"EMPIRE STEEL (IRE)",2014,GELDING,"AIZAVOSKI (IRE)","TALK OF RAIN (FR)",,,,,,,,125,,,,,
"EMPIRESTATEOFMIND (IRE)",2018,GELDING,"STARSPANGLEDBANNER (AUS)","ADORE (GB)","John & Sean Quinn",67,,,,,,,,,,,
"EMPIRICAL (IRE)",2023,GELDING,"KINGMAN (GB)","HIDDEN BREEZE (GB)","Ed Walker",80,,,,,,,,,,,
"EMPORESS (IRE)",2022,FILLY,"MEHMAS (IRE)","COMMODUS (IRE)","Tony Carroll",64,,,,,,,,,,,
"EMPRESS OLIVIA (GB)",2023,FILLY,"SERGEI PROKOFIEV (CAN)","GENUINELY CROWDED (IRE)","Mark Walford",66,,,,,,,,,,,
"EMPTY NEST (IRE)",2018,GELDING,"YEATS (IRE)","JALDEMOSA (FR)","Mark Walford",,,,,,,90,,,,,
"ENACTING (IRE)",2022,GELDING,"SIOUX NATION (USA)","SOLAR HALO (USA)","James Fanshawe",77,new,,,,,,,,,,
"ENAMORED (GB)",2024,FILLY,"SPACE BLUES (IRE)","RED BOX (GB)","Ed Dunlop",74,,,,,,,,,,,
"ENAMORUS (IRE)",2023,FILLY,"MEHMAS (IRE)","PERFECT LIGHT (IRE)","Hugo Palmer",69,,,,,,,,,,,
"ENCHANT (IRE)",2023,FILLY,"WOOTTON BASSETT (GB)","SARROCCHI (IRE)","K. R. Burke",80,-1,,,,,,,,,,
"ENCIRCLE (IRE)",2021,FILLY,"TEN SOVEREIGNS (IRE)","TURNING TOP (IRE)",,46,,,,,,,,,,,
"ENCOUNTER (IRE)",2024,COLT,"BLUE POINT (IRE)","EYE WITNESS (GER)","S. P. C. Woods",81,,,,,,,,,,,
"ENCOURAGER (IRE)",2021,GELDING,"CHURCHILL (IRE)","MISS FRANGIPANE (IRE)",,64,,,,,,,,,,,
"ENDLESS WHISPER (GB)",2020,FILLY,"TEOFILO (IRE)","ALL CLEAR (GB)","Michael & David Easterby",65,,,,,,,,,,,
"ENDOFASTORM (IRE)",2019,FILLY,"GALILEO GOLD (GB)","RED FUSCHIA (GB)","Joe Ponting",47,,,,,,,,,,,
"ENDOWED (GB)",2017,GELDING,"DARK ANGEL (IRE)","MUQANTARA (USA)",,46,,,,,,,,,,,
"ENDURING STORY (GB)",2023,FILLY,"KAMEKO (USA)","BIG NEWS (IRE)",,39,,,,,,,,,,,
"ENEMY (GB)",2017,GELDING,"MUHAARAR (GB)","PRUDENZIA (IRE)","Ian Williams",95,,,,,,,,,,,
"ENEMY ACTION (IRE)",2024,GELDING,"COTAI GLORY (GB)","KLASS ACTION (IRE)","Ollie Pears",59,-2,,,,,,,,,,
"ENEMY AGENT (GB)",2023,GELDING,"EARTHLIGHT (IRE)","EXPRESSIY (FR)",,77,,,,,,,,,,,
"ENEMY LINES (IRE)",2024,COLT,"INVINCIBLE ARMY (IRE)","RELATION ALEXANDER (IRE)","James Tate",75,,,,,,,,,,,
"ENFJAAR (IRE)",2020,GELDING,"LOPE DE VEGA (IRE)","TESORO (IRE)","Roger Varian",112,,,,,,,,,,,
"ENGAGING SAM (GB)",2017,GELDING,"CASAMENTO (IRE)","ENGAGING (GB)","Paddy Butler",,,,,,,67,,,67,,
"ENGLISH LADY (IRE)",2022,FILLY,"INNS OF COURT (IRE)","ENGLISH QUEEN (GB)","Dean Ivory",55,,,,,,,,,,,
"ENGLISH OAK (GB)",2020,GELDING,"WOOTTON BASSETT (GB)","FOREST CROWN (GB)","Hamad Al Jehani",102,,,,,,,,,,,
"ENGLISH TIME (IRE)",2023,COLT,"HELLO YOUMZAIN (FR)","DANEGA (GB)","Harry Charlton",85,,,,,,,,,,,
"ENGROSS (IRE)",2023,GELDING,"GLENEAGLES (IRE)","GUARDIA (GER)","James Fanshawe",72,,,,,,,,,,,
"ENHANCING (GB)",2024,FILLY,"TOO DARN HOT (GB)","DUCISSA (GB)","Hugo Palmer",62,,,,,,,,,,,
"ENIAC (IRE)",2023,COLT,"SIYOUNI (FR)","PHAENOMENA (IRE)","Brian Ellison",82,,,,,,,,,,,
"ENJOY D'ALLEN (FR)",2014,GELDING,"NETWORK (GER)","TRIPLE STAR (FR)","Neil King",,,,,,,114,,,,,
"ENJOY THE NIGHT (IRE)",2023,GELDING,"ARDAD (IRE)","GOODNIGHT AND JOY (IRE)","Seb Spencer",54,,,,,,,,,,,
"ENOLA GREY (IRE)",2020,FILLY,"HAVANA GREY (GB)","IZOLA (GB)","Gemma Tutty",70,,,,,,,,,,,
"ENOUGH ALREADY (GB)",2016,GELDING,"COACH HOUSE (IRE)","FUNNY ENOUGH (GB)",,61,,,,,,,,,,,
"ENPASSANT (IRE)",2021,GELDING,"STARSPANGLEDBANNER (AUS)","CELESTIAL BOW (IRE)","Scott Dixon",66,,,,,,,,,,,
"ENQARDE (FR)",2014,GELDING,"KAPGARDE (FR)","USACHAQA (FR)","Mrs David Plunkett",,,,,,,118,,,,,
"ENRICHER (IRE)",2023,COLT,"PROFITABLE (IRE)","DREAMING MOMENT (IRE)","William Muir & Chris Grassick",78,,,,,,,,,,,
"ENTAILED (GB)",2023,FILLY,"HARRY ANGEL (IRE)","ARISTOCRATIC (GB)","Gemma Tutty",80,,,,,,,,,,,
"ENTER SANDMAN (IRE)",2023,GELDING,"STARMAN (GB)","PAELLA (IRE)","Richard Spencer",64,-2,,67,-2,,,,,,,
"ENTHUSED (IRE)",2017,GELDING,"ZOFFANY (IRE)","QUESTION TIMES (GB)","James Owen",65,,,,,,,,,,,
"ENVIOUS EDITOR (IRE)",2014,GELDING,"AIZAVOSKI (IRE)","MOLL THE ROL (IRE)",,,,,,,,100,,,100,,
"ENVISION (GB)",2024,FILLY,"MOHAATHER (GB)","NEVER MISS (GB)","James Owen",80,,,,,,,,,,,
"ENYA (GER)",2022,FILLY,"LORD OF ENGLAND (GER)","ERICA (GER)","James Moffatt",,,,,,,,,,97,,
"EPHRON (IRE)",2023,GELDING,"CALYX (GB)","GUDRID (IRE)","Gemma Tutty",70,,,,,,,,,,,
"EPHYRA (GB)",2021,FILLY,"CAMELOT (GB)","CORINTHIAN GIRL (IRE)","Andy Irvine",,,,,,,,,,80,,
"EPIC POET (IRE)",2019,GELDING,"LOPE DE VEGA (IRE)","SAGACIOUSLY (IRE)","David O'Meara",109,,,,,,,,,,,
"EPIC WEST (IRE)",2019,GELDING,"MOUNT NELSON (GB)","SILVER STREAM (IRE)","Jamie Snowden",,,,,,,117,,,,,
"EPICTETUS (IRE)",2020,GELDING,"KINGMAN (GB)","THISTLE BIRD (GB)","Jamie Osborne",82,,,,,,,,,,,
"EPIDAVROS (IRE)",2021,FILLY,"MAGNA GRECIA (IRE)","PISCEAN DREAM (IRE)","Katie Scott",66,-1,,,,,,,,,,
"EPINEPHRINE (FR)",2020,FILLY,"NO RISK AT ALL (FR)","BRAVE D'HONNEUR (FR)","Venetia Williams",,,,,,,109,,,,,
"EPSOM ALI (GB)",2023,FILLY,"A'ALI (IRE)","LA FORTUNATA (GB)",,35,,,,,,,,,,,
"EQUALITY (GB)",2018,GELDING,"EQUIANO (FR)","PENNY DROPS (GB)",,90,,,,,,,,,,,
"EQUION (GB)",2018,GELDING,"MAYSON (GB)","ELEODORA (GB)","Tony Carroll",53,-3,,,,,,,,,,
"EQUITY LAW (GB)",2021,GELDING,"EQUIANO (FR)","FAIR COP (GB)","Tim Easterby",81,+6,,,,,,,,,,
"EREMENKO (GB)",2021,FILLY,"WALK IN THE PARK (IRE)","ASTURIENNE (GB)","Donald McCain",,,,,,,,,,106,,
"ERIC CARMEN (IRE)",2016,GELDING,"FAME AND GLORY (GB)","COOPER'S JOY (IRE)","Gary Hanmer",,,,,,,87,,,87,,
"ERIC GORCOMBE (GB)",2019,GELDING,"BOLLIN ERIC (GB)","SEEM OF GOLD (GB)",,,,,,,,,,,73,,
"ERNE RIVER (IRE)",2015,GELDING,"CALIFET (FR)","LUSTY BEG (IRE)",,,,,,,,122,,,,,
"ERNEST GRAY (IRE)",2017,GELDING,"WALK IN THE PARK (IRE)","EMILY GRAY (IRE)","Alan King",,,,,,,,,,122,+1,
"ERNIE MCCREW (IRE)",2023,GELDING,"GALILEO GOLD (GB)","FORGIVING FLOWER (GB)","J. S. Moore",49,,,,,,,,,,,
"ERNIE'S VALENTINE (GB)",2019,GELDING,"HAVANA GOLD (IRE)","EASTERN DESTINY (GB)","Ross Burdon",65,,,,,,,,,,,
"ERNST BLOFELD (IRE)",2022,GELDING,"FRANKEL (GB)","QUIDURA (GB)","Hamad Al Jehani",95,,,,,,,,,,,
"EROICO (IRE)",2022,FILLY,"PHOENIX OF SPAIN (IRE)","REIWA (IRE)","Martin Todhunter",64,,,,,,,,,,,
"ERUDITION (GB)",2023,GELDING,"MEHMAS (IRE)","STRAIGHT THINKING (USA)",,84,,,,,,,,,,,
"ERVANI (IRE)",2023,COLT,"LUCKY VEGA (IRE)","EYTARNA (IRE)","K. R. Burke",78,,,,,,,,,,,
"ERZINDJAN (IRE)",2018,GELDING,"LOPE DE VEGA (IRE)","ESHERA (IRE)","T. J. Kent",101,,,,,,,,,,,
"ES PERFECTO (IRE)",2015,GELDING,"SHIROCCO (GER)","SHADOW DEARG (IRE)",,,,,,,,132,,,,,
"ESCAPE MAGIC (GB)",2023,FILLY,"WITHOUT PAROLE (GB)","EBRAHCADEBRAH (GB)","Owen Burrows",55,,,,,,,,,,,
"ESCAPE PLAN (GB)",2023,GELDING,"ARDAD (IRE)","LAMYA (GER)","Tom Ward",68,,,,,,,,,,,
"ESCAPEANDEVADE (IRE)",2016,GELDING,"WESTERNER (GB)","SANDRINECHOIX (FR)","Harry Derham",,,,,,,132,,,,,
"ESCAPOLOGIST (FR)",2019,GELDING,"IT'S GINO (GER)","COMOHIO (FR)","Nick Scholfield",,,,,,,,,,114,,
"ESCARIA TEN (FR)",2014,GELDING,"MARESCA SORRENTO (FR)","SPARTES ERIA (FR)","Martin Keighley",,,,,,,122,,,,,
"ESCORT'KHEOPS (FR)",2020,GELDING,"MASTERSTROKE (USA)","ESCORT'WOMAN (FR)","Laura Horsfall",,,,,,,,,,112,,
"ESDAILE (GB)",2023,FILLY,"OASIS DREAM (GB)","CONSERVATORY (GB)",,53,,,,,,,,,,,
"ESKIMO PIE (IRE)",2023,FILLY,"KODI BEAR (IRE)","SUSSEX GARDEN (IRE)","Jane Chapple-Hyam",80,,,,,,,,,,,
"ESKIMO SAM (GB)",2019,FILLY,"BLACK SAM BELLAMY (IRE)","ARTIC BLISS (GB)",,,,,,,,,,,84,,
"ESNA (IRE)",2023,FILLY,"STARMAN (GB)","DUBAI (IRE)","Brian Meehan",105,,,,,,,,,,,
"ESPANITA (IRE)",2023,FILLY,"PHOENIX OF SPAIN (IRE)","FURIA CRUZADA (CHI)","Charlie Johnston",66,,,,,,,,,,,
"ESPERTI (IRE)",2017,GELDING,"PRESENTING (GB)","ELSIE (IRE)","David Rees",,,,,,,106,,,,,
"ESPONA BAY (IRE)",2023,GELDING,"NEW BAY (GB)","GRAMMATA (IRE)","Scott Dixon",70,,,,,,,,,,,
"ESQUE ELEGANCE (IRE)",2022,FILLY,"FAR ABOVE (IRE)","ESQUE AMORE (IRE)",,52,,,,,,,,,,,
"EST ILLIC (IRE)",2014,GELDING,"COURT CAVE (IRE)","TEN FRIENDS (IRE)","Sarah-Jayne Davies",,,,,,,76,,,,,
"ESTACAS (GER)",2017,GELDING,"GALILEO (IRE)","EARTHLY PARADISE (GER)","Dr Richard Newland",,,,,,,,,,96,,
"ESTATE PLANNING (IRE)",2021,GELDING,"ELUSIVE PIMPERNEL (USA)","PERSIAN MEMORIES (IRE)","Bernard Llewellyn & Robert Williams",,,,,,,,,,83,,
"ESTIMAID (IRE)",2022,FILLY,"ESTIDHKAAR (IRE)","MELAAYA (USA)",,45,,,,,,,,,,,
"ESTISSA (GB)",2023,FILLY,"DUBAWI (IRE)","AUDARYA (FR)","James Fanshawe",96,,,,,,,,,,,
"ESTRANGE (IRE)",2021,FILLY,"NIGHT OF THUNDER (IRE)","ALIENATE (GB)","David O'Meara",116,,,,,,,,,,,
"ESTRELLA DIVINA (IRE)",2021,FILLY,"LOPE DE VEGA (IRE)","DIVINE (IRE)",,72,,,,,,,,,,,
"ETALON (IRE)",2017,GELDING,"SHOLOKHOV (IRE)","SO YOU SAID (IRE)","Dan Skelton",,,,,,,143,,,,,
"ETERNAL ANGEL (FR)",2020,GELDING,"AUTHORIZED (IRE)","EARTH AFFAIR (GER)","Tom Lacey",,,,,,,,,,120,,
"ETERNAL FORCE (GB)",2022,GELDING,"DUBAWI (IRE)","GHAZIYAH (GB)","William Haggas",98,,,,,,,,,,,
"ETERNAL SOLACE (GB)",2023,FILLY,"TASLEET (GB)","YES ALWAYS (IRE)","Ollie Sangster",81,,,,,,,,,,,
"ETERNAL SUNSHINE (GB)",2020,FILLY,"ORIENTOR (GB)","ETERNAL INSTINCT (GB)","Jim Goldie",84,,,,,,,,,,,
"ETERNITY ROSE (GB)",2021,GELDING,"TIME TEST (GB)","CINDERELLA ROSE (GB)","Fergal O'Brien",,,,,,,,,,102,,
"ETHEREAL CHARM (IRE)",2023,FILLY,"MAKE BELIEVE (GB)","JANICELLAINE (IRE)","Daisy Hitchins",52,,,,,,,,,,,
"ETIENNE (GB)",2024,COLT,"RAJASINGHE (IRE)","ODYSSEY GIRL (IRE)","Richard Spencer",86,,,,,,,,,,,
"ETNA BIANCO (IRE)",2020,GELDING,"JUKEBOX JURY (IRE)","DONNA GRACIOSA (GER)","Joe Tizzard",,,,,,,,,,126,,
"ETON MES (IRE)",2021,GELDING,"EXPERT EYE (GB)","TUTTI FRUTTI (GB)","David Pipe",,,,,,,,,,111,,
"ETONNANTE (IRE)",2024,FILLY,"HAVANA GREY (GB)","PORCELAINE (IRE)","K. R. Burke",90,,,,,,,,,,,
"ETRETAT (GB)",2021,GELDING,"WOOTTON BASSETT (GB)","NORMANDIE (GER)",,61,,,65,,,,,,,,
"ETTORE (IRE)",2022,GELDING,"SOTTSASS (FR)","RECAMBE (IRE)","Amanda Perrett",,,,,,,,,,98,,
"EUCHAN FALLS (IRE)",2017,GELDING,"POET'S VOICE (GB)","MISS ANNELIESE (IRE)","R. Mike Smith",,,,,,,64,,,64,,
"EULALIA (GB)",2022,FILLY,"EXPERT EYE (GB)","VENUS MARINA (GB)","Adam Kirby",43,,,,,,,,,,,
"EUPATOR (FR)",2022,GELDING,"PERSIAN KING (IRE)","AURORA GOLD (GB)","Richard Hannon",75,-2,,,,,,,,,,
"EUPHONIA (GB)",2023,FILLY,"MEHMAS (IRE)","ELLS BELLS (GB)","Ed Walker",73,,,,,,,,,,,
"EUSTON HALL (GB)",2023,COLT,"DARK ANGEL (IRE)","CREATE A DREAM (USA)","Ed Walker",87,,,,,,,,,,,
"EUTROPIA (GB)",2022,FILLY,"STUDY OF MAN (IRE)","NEXT ONE (GB)","Adrian Wintle",69,,,,,,,,,,,
"EVA THE DEEVA (GB)",2023,FILLY,"TERRITORIES (IRE)","ANANDA KANDA (USA)",,44,,,,,,,,,,,
"EVALUATION (GB)",2018,GELDING,"DUBAWI (IRE)","ESTIMATE (IRE)","Adam Nicol",88,new,,,,,,,,,,
"EVANESCO (GB)",2023,COLT,"TOO DARN HOT (GB)","GOLDEN GAZELLE (IRE)","Charlie Johnston",99,,,,,,,,,,,
"EVE'S BOY (GB)",2022,GELDING,"EXPERT EYE (GB)","GIRLS TALK (IRE)","Michael Dods",65,,,,,,,,,,,
"EVELYN'S GARDEN (GB)",2023,FILLY,"TIME TEST (GB)","CARNIVAL ROSE (GB)",,42,,,,,,,,,,,
"EVELYN'S PHOENIX (FR)",2021,GELDING,"PHOENIX OF SPAIN (IRE)","PEBBLES PLACE (GB)","Tim Easterby",48,,,,,,,,,,,
"EVENEPOEL (IRE)",2023,GELDING,"ELZAAM (AUS)","TEXTURED (IRE)",,74,,,,,,,,,,,
"EVENFALL (GB)",2024,FILLY,"HARRY ANGEL (IRE)","CASHLA BAY (GB)","George Boughey",92,new,,,,,,,,,,
"EVENING BLUES (IRE)",2023,GELDING,"BLUE POINT (IRE)","MAJESTIC SILVER (IRE)","Stephen Hanlon",85,-2,,,,,,,,,,
"EVENING FADES (GB)",2023,FILLY,"ULYSSES (IRE)","IN THE LIGHT (GB)","William Haggas",62,,,,,,,,,,,
"EVENING SAIGON (IRE)",2022,GELDING,"HARRY ANGEL (IRE)","HOODNA (IRE)","Hamad Al Jehani",100,,,,,,,,,,,
"EVENING TESS (GB)",2022,FILLY,"DINK (FR)","GRASSFINCH (GB)","Dan Skelton",,,,,,,104,,,104,,
"EVENWOOD SONOFAGUN (IRE)",2018,GELDING,"THE GURKHA (IRE)","RAVISH (GB)","Lizzie Quinlan",,,,,,,,,,102,,
"EVEQUE (FR)",2014,GELDING,"KOTKY BLEU (FR)","GLORIA IV (FR)","Jane Walton",,,,,,,78,,,,,
